Timing is on.
          c_last_name           |     c_first_name     | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt 
                                | Anthony              |              | N                     |           829979 |  16
                                | Catherine            | Ms.          |                       |           642711 |  15
                                | Charity              | Dr.          | N                     |           304846 |  15
                                | Clyde                |              |                       |            89267 |  15
                                | Diana                | Dr.          | N                     |           223008 |  15
                                | George               | Sir          |                       |           664790 |  16
                                | Gregory              |              | Y                     |           117630 |  15
                                | Howard               | Dr.          |                       |           311680 |  15
                                | Janet                |              |                       |           649763 |  15
                                | Jani                 |              | N                     |           476667 |  15
                                | Jennifer             |              | Y                     |           118752 |  15
                                | John                 | Dr.          | N                     |           871888 |  16
                                | Kaila                | Mrs.         |                       |           581016 |  15
                                | Louis                |              |                       |           140230 |  16
                                | Marquis              |              | Y                     |            54754 |  15
                                | Mathew               | Sir          |                       |           491065 |  16
                                | Nell                 | Ms.          | Y                     |           133822 |  15
                                | Richard              |              | Y                     |           800058 |  15
                                | Sara                 | Mrs.         | Y                     |           240994 |  15
                                | Steve                |              | Y                     |           343471 |  15
                                | Ted                  | Mr.          | Y                     |           603666 |  15
                                |                      | Dr.          |                       |            93926 |  15
                                |                      | Dr.          |                       |           128695 |  15
                                |                      | Dr.          |                       |           187228 |  15
                                |                      | Dr.          |                       |           232400 |  15
                                |                      | Dr.          |                       |           404334 |  15
                                |                      | Dr.          | Y                     |           534571 |  16
                                |                      | Dr.          | Y                     |           568978 |  15
                                |                      | Miss         | N                     |            15809 |  15
                                |                      | Mr.          |                       |           192967 |  15
                                |                      | Mr.          |                       |           614800 |  15
                                |                      | Mr.          | Y                     |           329396 |  15
                                |                      | Mrs.         |                       |           811601 |  15
                                |                      | Mrs.         | Y                     |           420815 |  15
                                |                      | Sir          |                       |           413031 |  15
                                |                      | Sir          | N                     |           362393 |  15
                                |                      |              |                       |           805884 |  16
                                |                      |              |                       |           826568 |  16
                                |                      |              | Y                     |           346814 |  15
                                |                      |              | Y                     |           573546 |  16
                                |                      |              | N                     |           165150 |  16
                                |                      |              | N                     |           593597 |  16
(1362 rows)

Time: 7576,374 ms (00:07,576)
